ALL_KWRD_RANK_CO,SRCHWRD_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
4,태국여행,아시아,태국,889,3360,4249,20220530
5,싱가포르여행,아시아,싱가포르,685,3146,3831,20220530
6,하와이여행,북아메리카,미국,566,2363,2929,20220530
7,터키여행,유럽,터키,534,2249,2783,20220530
8,대만여행,아시아,대만,600,1892,2492,20220530
9,발리여행,아시아,인도네시아,391,1928,2319,20220530
10,스위스여행,유럽,스위스,334,1549,1883,20220530
1,일본여행,아시아,일본,4595,16347,20942,20220525
2,베트남여행,아시아,베트남,912,4432,5344,20220525
3,괌여행,오세아니아,미국,1059,3239,4298,20220525
4,태국여행,아시아,태국,752,2754,3506,20220525
5,싱가포르여행,아시아,싱가포르,581,2839,3420,20220525
6,터키여행,유럽,터키,430,2624,3054,20220525
7,대만여행,아시아,대만,521,1913,2434,20220525
8,하와이여행,북아메리카,미국,383,1882,2265,20220525
9,라오스여행,아시아,라오스,148,1927,2075,20220525
10,발리여행,아시아,인도네시아,347,1545,1892,20220525
1,일본여행,아시아,일본,4835,17776,22611,20220512
2,태국여행,아시아,태국,773,3882,4655,20220512
3,베트남여행,아시아,베트남,655,3113,3768,20220512
4,터키여행,유럽,터키,429,2973,3402,20220512
5,괌여행,오세아니아,미국,823,2485,3308,20220512
6,싱가포르여행,아시아,싱가포르,560,2588,3148,20220512
7,하와이여행,북아메리카,미국,451,1747,2198,20220512
8,발리여행,아시아,인도네시아,359,1678,2037,20220512
9,대만여행,아시아,대만,355,1497,1852,20220512
10,스페인여행,유럽,스페인,263,1357,1620,20220512
1,일본여행,아시아,일본,6191,23013,29204,20220518
2,베트남여행,아시아,베트남,927,3773,4700,20220518
3,터키여행,유럽,터키,429,3909,4338,20220518
4,태국여행,아시아,태국,886,3314,4200,20220518
5,괌여행,오세아니아,미국,969,2569,3538,20220518
6,싱가포르여행,아시아,싱가포르,606,2767,3373,20220518
7,하와이여행,북아메리카,미국,497,2018,2515,20220518
8,볼리비아여행,아프리카,볼리비아,34,2326,2360,20220518
9,대만여행,아시아,대만,461,1683,2144,20220518
10,스위스여행,유럽,스위스,342,1685,2027,20220518
1,일본여행,아시아,일본,2036,15880,17916,20220521
2,베트남여행,아시아,베트남,352,4270,4622,20220521
3,괌여행,오세아니아,미국,293,3046,3339,20220521
4,싱가포르여행,아시아,싱가포르,231,2979,3210,20220521
5,태국여행,아시아,태국,313,2794,3107,20220521
6,터키여행,유럽,터키,199,2662,2861,20220521
7,대만여행,아시아,대만,207,2309,2516,20220521
8,하와이여행,북아메리카,미국,152,2118,2270,20220521
9,발리여행,아시아,인도네시아,161,1832,1993,20220521
10,스위스여행,유럽,스위스,126,1298,1424,20220521
1,일본여행,아시아,일본,2182,20723,22905,20220515
2,베트남여행,아시아,베트남,435,4647,5082,20220515
3,태국여행,아시아,태국,375,4538,4913,20220515
4,괌여행,오세아니아,미국,405,3236,3641,20220515
5,터키여행,유럽,터키,188,3364,3552,20220515
6,싱가포르여행,아시아,싱가포르,303,3103,3406,20220515
7,하와이여행,북아메리카,미국,202,2665,2867,20220515
8,대만여행,아시아,대만,196,2036,2232,20220515
9,발리여행,아시아,인도네시아,146,1975,2121,20220515
10,이탈리아여행,유럽,이탈리아,145,1850,1995,20220515
1,일본여행,아시아,일본,7543,27174,34717,20220517
2,베트남여행,아시아,베트남,1069,4064,5133,20220517
3,태국여행,아시아,태국,919,3522,4441,20220517
4,괌여행,오세아니아,미국,1012,2780,3792,20220517
5,싱가포르여행,아시아,싱가포르,648,2730,3378,20220517
6,터키여행,유럽,터키,416,2527,2943,20220517
7,하와이여행,북아메리카,미국,475,2045,2520,20220517
8,대만여행,아시아,대만,504,1635,2139,20220517
9,발리여행,아시아,인도네시아,357,1647,2004,20220517
10,스위스여행,유럽,스위스,324,1521,1845,20220517
1,일본여행,아시아,일본,2322,18511,20833,20220522
2,베트남여행,아시아,베트남,420,5313,5733,20220522
3,터키여행,유럽,터키,226,5478,5704,20220522
4,싱가포르여행,아시아,싱가포르,274,3600,3874,20220522
5,괌여행,오세아니아,미국,301,3514,3815,20220522
6,태국여행,아시아,태국,253,3323,3576,20220522
7,대만여행,아시아,대만,251,3065,3316,20220522
8,하와이여행,북아메리카,미국,229,2706,2935,20220522
9,발리여행,아시아,인도네시아,170,2415,2585,20220522
10,볼리비아여행,아프리카,볼리비아,19,2290,2309,20220522
1,일본여행,아시아,일본,5654,21184,26838,20220519
2,베트남여행,아시아,베트남,825,3970,4795,20220519
3,태국여행,아시아,태국,802,2779,3581,20220519
4,괌여행,오세아니아,미국,878,2684,3562,20220519
5,터키여행,유럽,터키,454,2970,3424,20220519
6,싱가포르여행,아시아,싱가포르,627,2624,3251,20220519
7,대만여행,아시아,대만,469,2010,2479,20220519
8,하와이여행,북아메리카,미국,374,1960,2334,20220519
9,스위스여행,유럽,스위스,295,1575,1870,20220519
10,발리여행,아시아,인도네시아,403,1439,1842,20220519
1,일본여행,아시아,일본,4236,16267,20503,20220513
2,베트남여행,아시아,베트남,706,3609,4315,20220513
3,태국여행,아시아,태국,727,3510,4237,20220513
4,터키여행,유럽,터키,288,2757,3045,20220513
5,괌여행,오세아니아,미국,694,2292,2986,20220513
6,싱가포르여행,아시아,싱가포르,462,2516,2978,20220513
7,하와이여행,북아메리카,미국,370,1793,2163,20220513
8,대만여행,아시아,대만,380,1558,1938,20220513
9,발리여행,아시아,인도네시아,346,1390,1736,20220513
10,이탈리아여행,유럽,이탈리아,215,1417,1632,20220513
1,일본여행,아시아,일본,4690,15286,19976,20221017
2,후쿠오카여행,아시아,일본,1843,5779,7622,20221017
3,오사카여행,아시아,일본,1566,4913,6479,20221017
4,대만여행,아시아,대만,1305,3863,5168,20221017
5,도쿄여행,아시아,일본,1351,3686,5037,20221017
6,베트남여행,아시아,베트남,970,4016,4986,20221017
7,싱가포르여행,아시아,싱가포르,767,3565,4332,20221017
8,태국여행,아시아,태국,891,3440,4331,20221017
9,괌여행,오세아니아,미국,929,2789,3718,20221017
10,방콕여행,아시아,태국,583,2238,2821,20221017
1,일본여행,아시아,일본,5245,18688,23933,20221012
2,후쿠오카여행,아시아,일본,1418,5074,6492,20221012
3,오사카여행,아시아,일본,1297,4296,5593,20221012
4,대만여행,아시아,대만,1214,4012,5226,20221012
5,도쿄여행,아시아,일본,1120,3521,4641,20221012
6,싱가포르여행,아시아,싱가포르,671,3625,4296,20221012
7,베트남여행,아시아,베트남,691,3466,4157,20221012
8,태국여행,아시아,태국,695,2997,3692,20221012
9,괌여행,오세아니아,미국,796,2502,3298,20221012
10,방콕여행,아시아,태국,475,2070,2545,20221012
1,일본여행,아시아,일본,1588,15167,16755,20221106
2,후쿠오카여행,아시아,일본,785,6767,7552,20221106
3,오사카여행,아시아,일본,919,5663,6582,20221106
4,도쿄여행,아시아,일본,687,4619,5306,20221106
5,대만여행,아시아,대만,508,4774,5282,20221106
6,싱가포르여행,아시아,싱가포르,361,4573,4934,20221106
7,베트남여행,아시아,베트남,317,4289,4606,20221106
8,태국여행,아시아,태국,353,3843,4196,20221106
9,라오스여행,아시아,라오스,147,3369,3516,20221106
10,괌여행,오세아니아,미국,287,3140,3427,20221106
1,일본여행,아시아,일본,3962,14039,18001,20221025
2,후쿠오카여행,아시아,일본,1671,5365,7036,20221025
3,오사카여행,아시아,일본,1497,4727,6224,20221025
4,도쿄여행,아시아,일본,1275,3417,4692,20221025
5,대만여행,아시아,대만,1028,3486,4514,20221025
6,태국여행,아시아,태국,801,3501,4302,20221025
7,베트남여행,아시아,베트남,769,3414,4183,20221025
8,싱가포르여행,아시아,싱가포르,688,3331,4019,20221025
9,세부여행,아시아,필리핀,691,3067,3758,20221025
10,괌여행,오세아니아,미국,775,2278,3053,20221025
1,일본여행,아시아,일본,1942,17716,19658,20221016
2,베트남여행,아시아,베트남,390,7289,7679,20221016
3,후쿠오카여행,아시아,일본,665,5846,6511,20221016
4,오사카여행,아시아,일본,687,5564,6251,20221016
5,대만여행,아시아,대만,517,4871,5388,20221016
6,싱가포르여행,아시아,싱가포르,343,4640,4983,20221016
7,도쿄여행,아시아,일본,641,4184,4825,20221016
8,태국여행,아시아,태국,338,4165,4503,20221016
9,다낭여행,아시아,베트남,172,3955,4127,20221016
10,괌여행,오세아니아,미국,294,3733,4027,20221016
1,일본여행,아시아,일본,3289,13337,16626,20221021
2,후쿠오카여행,아시아,일본,1285,4251,5536,20221021
3,오사카여행,아시아,일본,1304,4062,5366,20221021
4,대만여행,아시아,대만,925,3557,4482,20221021
5,도쿄여행,아시아,일본,1136,3170,4306,20221021
6,태국여행,아시아,태국,657,3377,4034,20221021
7,싱가포르여행,아시아,싱가포르,563,3222,3785,20221021
8,베트남여행,아시아,베트남,522,3176,3698,20221021
9,괌여행,오세아니아,미국,640,2386,3026,20221021
10,세부여행,아시아,필리핀,474,1874,2348,20221021
1,일본여행,아시아,일본,3866,13685,17551,20221019
2,후쿠오카여행,아시아,일본,1566,4915,6481,20221019
3,오사카여행,아시아,일본,1394,4511,5905,20221019
4,도쿄여행,아시아,일본,1301,3405,4706,20221019
5,대만여행,아시아,대만,1109,3526,4635,20221019
6,베트남여행,아시아,베트남,739,3390,4129,20221019
7,싱가포르여행,아시아,싱가포르,653,3336,3989,20221019
8,태국여행,아시아,태국,725,2874,3599,20221019
9,괌여행,오세아니아,미국,738,2352,3090,20221019
10,방콕여행,아시아,태국,601,1941,2542,20221019
1,일본여행,아시아,일본,4144,14524,18668,20221018
2,후쿠오카여행,아시아,일본,1611,5346,6957,20221018
3,오사카여행,아시아,일본,1353,4670,6023,20221018
4,도쿄여행,아시아,일본,1299,3574,4873,20221018
5,대만여행,아시아,대만,1186,3485,4671,20221018
6,베트남여행,아시아,베트남,780,3507,4287,20221018
7,싱가포르여행,아시아,싱가포르,667,3610,4277,20221018
8,태국여행,아시아,태국,770,3093,3863,20221018
9,괌여행,오세아니아,미국,809,2748,3557,20221018
10,방콕여행,아시아,태국,586,2149,2735,20221018
1,일본여행,아시아,일본,1595,12636,14231,20221022
2,오사카여행,아시아,일본,638,4509,5147,20221022
3,후쿠오카여행,아시아,일본,554,4405,4959,20221022
4,태국여행,아시아,태국,310,4358,4668,20221022
5,대만여행,아시아,대만,367,3788,4155,20221022
6,도쿄여행,아시아,일본,603,3495,4098,20221022
7,베트남여행,아시아,베트남,272,3769,4041,20221022
8,싱가포르여행,아시아,싱가포르,221,3483,3704,20221022
9,방콕여행,아시아,태국,218,3075,3293,20221022
10,괌여행,오세아니아,미국,232,2518,2750,20221022
1,일본여행,아시아,일본,1840,16102,17942,20221015
2,후쿠오카여행,아시아,일본,654,4722,5376,20221015
3,오사카여행,아시아,일본,641,4470,5111,20221015
4,대만여행,아시아,대만,431,4178,4609,20221015
5,베트남여행,아시아,베트남,272,4001,4273,20221015
6,도쿄여행,아시아,일본,580,3628,4208,20221015
7,싱가포르여행,아시아,싱가포르,234,3775,4009,20221015
8,태국여행,아시아,태국,215,3230,3445,20221015
9,괌여행,오세아니아,미국,277,2944,3221,20221015
10,다낭여행,아시아,베트남,142,2276,2418,20221015
1,일본여행,아시아,일본,3940,15468,19408,20221014
2,후쿠오카여행,아시아,일본,1242,4136,5378,20221014
3,오사카여행,아시아,일본,1126,3695,4821,20221014
4,대만여행,아시아,대만,972,3788,4760,20221014
5,도쿄여행,아시아,일본,1001,3077,4078,20221014
6,싱가포르여행,아시아,싱가포르,592,3284,3876,20221014
7,베트남여행,아시아,베트남,588,2908,3496,20221014
8,괌여행,오세아니아,미국,624,2727,3351,20221014
9,태국여행,아시아,태국,507,2577,3084,20221014
10,방콕여행,아시아,태국,503,1921,2424,20221014
1,일본여행,아시아,일본,3376,27680,31056,20220925
2,싱가포르여행,아시아,싱가포르,343,5411,5754,20220925
3,대만여행,아시아,대만,500,4671,5171,20220925
4,오사카여행,아시아,일본,585,4271,4856,20220925
5,후쿠오카여행,아시아,일본,554,4229,4783,20220925
6,괌여행,오세아니아,미국,325,4360,4685,20220925
7,도쿄여행,아시아,일본,555,3808,4363,20220925
8,베트남여행,아시아,베트남,324,3645,3969,20220925
9,태국여행,아시아,태국,368,3585,3953,20220925
10,발리여행,아시아,인도네시아,187,2543,2730,20220925
1,일본여행,아시아,일본,6618,23603,30221,20221011
2,후쿠오카여행,아시아,일본,1533,5242,6775,20221011
3,오사카여행,아시아,일본,1286,4574,5860,20221011
4,대만여행,아시아,대만,1211,4127,5338,20221011
5,싱가포르여행,아시아,싱가포르,728,4194,4922,20221011
6,도쿄여행,아시아,일본,1170,3752,4922,20221011
7,베트남여행,아시아,베트남,759,3940,4699,20221011
8,태국여행,아시아,태국,814,3379,4193,20221011
9,괌여행,오세아니아,미국,892,2858,3750,20221011
10,방콕여행,아시아,태국,593,2172,2765,20221011
1,일본여행,아시아,일본,4424,15749,20173,20221005
2,후쿠오카여행,아시아,일본,1246,4161,5407,20221005
3,대만여행,아시아,대만,1130,3884,5014,20221005
4,오사카여행,아시아,일본,1097,3686,4783,20221005
5,싱가포르여행,아시아,싱가포르,620,3603,4223,20221005
6,베트남여행,아시아,베트남,775,3425,4200,20221005
7,도쿄여행,아시아,일본,1029,3039,4068,20221005
8,태국여행,아시아,태국,658,3032,3690,20221005
9,괌여행,오세아니아,미국,776,2563,3339,20221005
10,세부여행,아시아,필리핀,449,2161,2610,20221005
1,일본여행,아시아,일본,2029,17760,19789,20221002
2,대만여행,아시아,대만,447,5243,5690,20221002
3,오사카여행,아시아,일본,523,3976,4499,20221002
4,싱가포르여행,아시아,싱가포르,249,4208,4457,20221002
5,후쿠오카여행,아시아,일본,468,3973,4441,20221002
6,괌여행,오세아니아,미국,303,4067,4370,20221002
7,베트남여행,아시아,베트남,229,4090,4319,20221002
8,태국여행,아시아,태국,300,3762,4062,20221002
9,도쿄여행,아시아,일본,519,3387,3906,20221002
10,터키여행,유럽,터키,153,2357,2510,20221002
1,일본여행,아시아,일본,1537,12927,14464,20221008
2,후쿠오카여행,아시아,일본,462,3820,4282,20221008
3,대만여행,아시아,대만,333,3293,3626,20221008
4,오사카여행,아시아,일본,459,3038,3497,20221008
5,싱가포르여행,아시아,싱가포르,170,3296,3466,20221008
6,도쿄여행,아시아,일본,455,2832,3287,20221008
7,베트남여행,아시아,베트남,161,2897,3058,20221008
8,괌여행,오세아니아,미국,201,2827,3028,20221008
9,태국여행,아시아,태국,232,2741,2973,20221008
10,발리여행,아시아,인도네시아,129,1716,1845,20221008
1,일본여행,아시아,일본,4414,15740,20154,20220930
2,대만여행,아시아,대만,1338,5104,6442,20220930
3,싱가포르여행,아시아,싱가포르,616,3458,4074,20220930
4,베트남여행,아시아,베트남,600,3426,4026,20220930
5,오사카여행,아시아,일본,924,3013,3937,20220930
6,후쿠오카여행,아시아,일본,845,2966,3811,20220930
7,괌여행,오세아니아,미국,648,2896,3544,20220930
8,태국여행,아시아,태국,589,2948,3537,20220930
9,도쿄여행,아시아,일본,819,2564,3383,20220930
10,방콕여행,아시아,태국,360,1829,2189,20220930
1,일본여행,아시아,일본,1771,14977,16748,20221009
2,싱가포르여행,아시아,싱가포르,247,5248,5495,20221009
3,후쿠오카여행,아시아,일본,541,4482,5023,20221009
4,대만여행,아시아,대만,427,4031,4458,20221009
5,오사카여행,아시아,일본,454,3916,4370,20221009
6,괌여행,오세아니아,미국,237,4055,4292,20221009
7,도쿄여행,아시아,일본,488,3415,3903,20221009
8,베트남여행,아시아,베트남,235,3658,3893,20221009
9,태국여행,아시아,태국,283,3399,3682,20221009
10,방콕여행,아시아,태국,191,2266,2457,20221009
1,일본여행,아시아,일본,5932,20051,25983,20221004
2,오사카여행,아시아,일본,1443,4789,6232,20221004
3,대만여행,아시아,대만,1370,4773,6143,20221004
4,후쿠오카여행,아시아,일본,1328,4741,6069,20221004
5,싱가포르여행,아시아,싱가포르,769,4045,4814,20221004
6,베트남여행,아시아,베트남,798,3853,4651,20221004
7,도쿄여행,아시아,일본,1111,3485,4596,20221004
8,태국여행,아시아,태국,723,3429,4152,20221004
9,괌여행,오세아니아,미국,833,3258,4091,20221004
10,방콕여행,아시아,태국,624,2381,3005,20221004
1,일본여행,아시아,일본,2564,19555,22119,20221003
2,후쿠오카여행,아시아,일본,714,5292,6006,20221003
3,오사카여행,아시아,일본,760,5236,5996,20221003
4,대만여행,아시아,대만,627,5257,5884,20221003
5,괌여행,오세아니아,미국,471,5196,5667,20221003
6,싱가포르여행,아시아,싱가포르,485,4974,5459,20221003
7,베트남여행,아시아,베트남,415,4666,5081,20221003
8,도쿄여행,아시아,일본,688,4322,5010,20221003
9,태국여행,아시아,태국,403,4446,4849,20221003
10,세부여행,아시아,필리핀,271,3474,3745,20221003
1,일본여행,아시아,일본,9659,30286,39945,20220920
2,싱가포르여행,아시아,싱가포르,753,3250,4003,20220920
3,베트남여행,아시아,베트남,765,3188,3953,20220920
4,태국여행,아시아,태국,814,3126,3940,20220920
5,괌여행,오세아니아,미국,852,2815,3667,20220920
6,오사카여행,아시아,일본,713,2403,3116,20220920
7,도쿄여행,아시아,일본,720,2329,3049,20220920
8,대만여행,아시아,대만,739,2151,2890,20220920
9,방콕여행,아시아,태국,654,2195,2849,20220920
10,후쿠오카여행,아시아,일본,700,2085,2785,20220920
1,일본여행,아시아,일본,9323,28806,38129,20220921
2,베트남여행,아시아,베트남,789,3200,3989,20220921
3,태국여행,아시아,태국,859,3069,3928,20220921
4,싱가포르여행,아시아,싱가포르,731,3048,3779,20220921
5,괌여행,오세아니아,미국,1028,2629,3657,20220921
6,오사카여행,아시아,일본,717,2390,3107,20220921
7,후쿠오카여행,아시아,일본,723,2074,2797,20220921
8,도쿄여행,아시아,일본,686,2068,2754,20220921
9,방콕여행,아시아,태국,639,1972,2611,20220921
10,대만여행,아시아,대만,624,1887,2511,20220921
1,일본여행,아시아,일본,10336,33494,43830,20220914
2,괌여행,오세아니아,미국,1221,3516,4737,20220914
3,싱가포르여행,아시아,싱가포르,851,3615,4466,20220914
4,태국여행,아시아,태국,907,3384,4291,20220914
5,베트남여행,아시아,베트남,800,3448,4248,20220914
6,방콕여행,아시아,태국,737,2244,2981,20220914
7,대만여행,아시아,대만,764,2154,2918,20220914
8,오사카여행,아시아,일본,619,2126,2745,20220914
9,도쿄여행,아시아,일본,589,2003,2592,20220914
10,터키여행,유럽,터키,420,2170,2590,20220914
1,일본여행,아시아,일본,10407,31992,42399,20220919
2,태국여행,아시아,태국,932,3805,4737,20220919
3,싱가포르여행,아시아,싱가포르,836,3812,4648,20220919
4,괌여행,오세아니아,미국,1096,3356,4452,20220919
5,베트남여행,아시아,베트남,822,3412,4234,20220919
6,오사카여행,아시아,일본,729,2540,3269,20220919
7,방콕여행,아시아,태국,683,2487,3170,20220919
8,도쿄여행,아시아,일본,766,2366,3132,20220919
9,대만여행,아시아,대만,746,2315,3061,20220919
10,후쿠오카여행,아시아,일본,662,2300,2962,20220919
1,일본여행,아시아,일본,5869,19472,25341,20220928
2,대만여행,아시아,대만,1659,6041,7700,20220928
3,후쿠오카여행,아시아,일본,1203,3616,4819,20220928
4,오사카여행,아시아,일본,1111,3707,4818,20220928
5,싱가포르여행,아시아,싱가포르,729,3726,4455,20220928
6,베트남여행,아시아,베트남,679,3348,4027,20220928
7,도쿄여행,아시아,일본,1090,2916,4006,20220928
8,태국여행,아시아,태국,684,2995,3679,20220928
9,괌여행,오세아니아,미국,836,2660,3496,20220928
10,이탈리아여행,유럽,이탈리아,253,2238,2491,20220928
1,일본여행,아시아,일본,6741,21740,28481,20220927
2,대만여행,아시아,대만,1319,4401,5720,20220927
3,오사카여행,아시아,일본,1157,3752,4909,20220927
4,후쿠오카여행,아시아,일본,1211,3688,4899,20220927
5,싱가포르여행,아시아,싱가포르,692,3809,4501,20220927
6,도쿄여행,아시아,일본,1199,3240,4439,20220927
7,베트남여행,아시아,베트남,817,3259,4076,20220927
8,태국여행,아시아,태국,817,3102,3919,20220927
9,괌여행,오세아니아,미국,928,2921,3849,20220927
10,방콕여행,아시아,태국,641,1993,2634,20220927
1,일본여행,아시아,일본,1930,20365,22295,20220911
2,태국여행,아시아,태국,318,4320,4638,20220911
3,싱가포르여행,아시아,싱가포르,271,3751,4022,20220911
4,베트남여행,아시아,베트남,246,3571,3817,20220911
5,괌여행,오세아니아,미국,184,2712,2896,20220911
6,스위스여행,유럽,스위스,200,2547,2747,20220911
7,대만여행,아시아,대만,242,2466,2708,20220911
8,방콕여행,아시아,태국,207,2419,2626,20220911
9,터키여행,유럽,터키,144,2263,2407,20220911
10,발리여행,아시아,인도네시아,112,1843,1955,20220911
1,일본여행,아시아,일본,3314,28780,32094,20220918
2,괌여행,오세아니아,미국,532,5666,6198,20220918
3,싱가포르여행,아시아,싱가포르,344,4660,5004,20220918
4,태국여행,아시아,태국,355,4073,4428,20220918
5,베트남여행,아시아,베트남,305,3952,4257,20220918
6,대만여행,아시아,대만,271,3028,3299,20220918
7,오사카여행,아시아,일본,313,2791,3104,20220918
8,도쿄여행,아시아,일본,319,2603,2922,20220918
9,후쿠오카여행,아시아,일본,208,2572,2780,20220918
10,방콕여행,아시아,태국,274,2506,2780,20220918
1,일본여행,아시아,일본,16058,58017,74075,20220923
2,대만여행,아시아,대만,1745,5442,7187,20220923
3,후쿠오카여행,아시아,일본,1447,4237,5684,20220923
4,오사카여행,아시아,일본,1322,4264,5586,20220923
5,도쿄여행,아시아,일본,1448,4092,5540,20220923
6,베트남여행,아시아,베트남,689,3122,3811,20220923
7,싱가포르여행,아시아,싱가포르,607,3042,3649,20220923
8,태국여행,아시아,태국,688,2929,3617,20220923
9,괌여행,오세아니아,미국,779,2250,3029,20220923
10,방콕여행,아시아,태국,544,1800,2344,20220923
1,일본여행,아시아,일본,3547,29442,32989,20220924
2,대만여행,아시아,대만,512,5075,5587,20220924
3,오사카여행,아시아,일본,562,3917,4479,20220924
4,후쿠오카여행,아시아,일본,497,3652,4149,20220924
5,도쿄여행,아시아,일본,495,3475,3970,20220924
6,싱가포르여행,아시아,싱가포르,235,3543,3778,20220924
7,베트남여행,아시아,베트남,245,3009,3254,20220924
8,태국여행,아시아,태국,270,2845,3115,20220924
9,괌여행,오세아니아,미국,213,2510,2723,20220924
10,하와이여행,북아메리카,미국,118,2119,2237,20220924
1,일본여행,아시아,일본,8064,25084,33148,20220907
2,태국여행,아시아,태국,742,2833,3575,20220907
3,베트남여행,아시아,베트남,623,2762,3385,20220907
4,싱가포르여행,아시아,싱가포르,574,2702,3276,20220907
5,괌여행,오세아니아,미국,754,2134,2888,20220907
6,방콕여행,아시아,태국,537,1871,2408,20220907
7,대만여행,아시아,대만,637,1733,2370,20220907
8,스위스여행,유럽,스위스,316,1541,1857,20220907
9,오사카여행,아시아,일본,384,1391,1775,20220907
10,도쿄여행,아시아,일본,327,1407,1734,20220907
1,일본여행,아시아,일본,1526,19489,21015,20220910
2,태국여행,아시아,태국,218,3215,3433,20220910
3,싱가포르여행,아시아,싱가포르,171,3219,3390,20220910
4,베트남여행,아시아,베트남,148,3000,3148,20220910
5,괌여행,오세아니아,미국,135,2279,2414,20220910
6,방콕여행,아시아,태국,153,1910,2063,20220910
7,터키여행,유럽,터키,93,1959,2052,20220910
8,대만여행,아시아,대만,133,1830,1963,20220910
9,스위스여행,유럽,스위스,106,1675,1781,20220910
10,발리여행,아시아,인도네시아,89,1579,1668,20220910
1,일본여행,아시아,일본,4947,16580,21527,20220905
2,태국여행,아시아,태국,888,3005,3893,20220905
3,싱가포르여행,아시아,싱가포르,697,3023,3720,20220905
4,베트남여행,아시아,베트남,642,2966,3608,20220905
5,괌여행,오세아니아,미국,747,2224,2971,20220905
6,방콕여행,아시아,태국,630,2166,2796,20220905
7,대만여행,아시아,대만,597,1866,2463,20220905
8,스위스여행,유럽,스위스,309,2092,2401,20220905
9,터키여행,유럽,터키,270,1828,2098,20220905
10,다낭여행,아시아,베트남,400,1369,1769,20220905
1,일본여행,아시아,일본,2079,18969,21048,20220904
2,태국여행,아시아,태국,407,3810,4217,20220904
3,베트남여행,아시아,베트남,340,3858,4198,20220904
4,싱가포르여행,아시아,싱가포르,323,3459,3782,20220904
5,몽골여행,아시아,몽골,135,3162,3297,20220904
6,괌여행,오세아니아,미국,337,2800,3137,20220904
7,방콕여행,아시아,태국,315,2411,2726,20220904
8,스위스여행,유럽,스위스,189,2520,2709,20220904
9,대만여행,아시아,대만,215,2249,2464,20220904
10,하와이여행,북아메리카,미국,137,1777,1914,20220904
1,일본여행,아시아,일본,1633,16816,18449,20220909
2,싱가포르여행,아시아,싱가포르,177,2979,3156,20220909
3,태국여행,아시아,태국,225,2761,2986,20220909
4,베트남여행,아시아,베트남,182,2598,2780,20220909
5,괌여행,오세아니아,미국,121,1960,2081,20220909
6,방콕여행,아시아,태국,167,1786,1953,20220909
7,대만여행,아시아,대만,195,1701,1896,20220909
8,스위스여행,유럽,스위스,125,1634,1759,20220909
9,발리여행,아시아,인도네시아,98,1511,1609,20220909
10,하와이여행,북아메리카,미국,113,1450,1563,20220909
1,일본여행,아시아,일본,10674,35686,46360,20220915
2,베트남여행,아시아,베트남,748,3447,4195,20220915
3,싱가포르여행,아시아,싱가포르,678,3398,4076,20220915
4,태국여행,아시아,태국,754,3310,4064,20220915
5,괌여행,오세아니아,미국,805,2530,3335,20220915
6,오사카여행,아시아,일본,652,2573,3225,20220915
7,도쿄여행,아시아,일본,702,2254,2956,20220915
8,방콕여행,아시아,태국,621,2215,2836,20220915
9,대만여행,아시아,대만,672,2118,2790,20220915
10,후쿠오카여행,아시아,일본,583,1935,2518,20220915
1,일본여행,아시아,일본,2984,25624,28608,20220912
2,태국여행,아시아,태국,477,4516,4993,20220912
3,싱가포르여행,아시아,싱가포르,390,4509,4899,20220912
4,베트남여행,아시아,베트남,385,4113,4498,20220912
5,괌여행,오세아니아,미국,354,3317,3671,20220912
6,터키여행,유럽,터키,189,2873,3062,20220912
7,대만여행,아시아,대만,319,2658,2977,20220912
8,방콕여행,아시아,태국,316,2649,2965,20220912
9,발리여행,아시아,인도네시아,187,2613,2800,20220912
10,스위스여행,유럽,스위스,214,2346,2560,20220912
1,일본여행,아시아,일본,2014,17304,19318,20220903
2,태국여행,아시아,태국,363,3116,3479,20220903
3,싱가포르여행,아시아,싱가포르,265,3158,3423,20220903
4,베트남여행,아시아,베트남,276,3045,3321,20220903
5,괌여행,오세아니아,미국,239,2368,2607,20220903
6,스위스여행,유럽,스위스,177,2184,2361,20220903
7,방콕여행,아시아,태국,255,2077,2332,20220903
8,대만여행,아시아,대만,199,2019,2218,20220903
9,몽골여행,아시아,몽골,150,1794,1944,20220903
10,터키여행,유럽,터키,117,1524,1641,20220903
1,일본여행,아시아,일본,4456,17264,21720,20220902
2,싱가포르여행,아시아,싱가포르,644,2911,3555,20220902
3,태국여행,아시아,태국,669,2845,3514,20220902
4,베트남여행,아시아,베트남,571,2889,3460,20220902
5,괌여행,오세아니아,미국,689,2222,2911,20220902
6,스위스여행,유럽,스위스,269,2151,2420,20220902
7,방콕여행,아시아,태국,495,1839,2334,20220902
8,대만여행,아시아,대만,522,1507,2029,20220902
9,터키여행,유럽,터키,305,1520,1825,20220902
10,하와이여행,북아메리카,미국,295,1439,1734,20220902
1,일본여행,아시아,일본,5100,18332,23432,20220906
2,태국여행,아시아,태국,792,3043,3835,20220906
3,싱가포르여행,아시아,싱가포르,667,2968,3635,20220906
4,베트남여행,아시아,베트남,661,2817,3478,20220906
5,괌여행,오세아니아,미국,708,2211,2919,20220906
6,대만여행,아시아,대만,632,1994,2626,20220906
7,방콕여행,아시아,태국,561,2056,2617,20220906
8,스위스여행,유럽,스위스,363,1868,2231,20220906
