ALL_KWRD_RANK_CO,SRCHWRD_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
4,베트남여행,아시아,베트남,89,297,386,20201113
5,하와이여행,북아메리카,미국,91,255,346,20201113
6,중국여행,아시아,중국,74,264,338,20201113
7,태국여행,아시아,태국,81,249,330,20201113
8,스위스여행,유럽,스위스,97,231,328,20201113
9,캐나다여행,북아메리카,캐나다,53,239,292,20201113
10,발리여행,아시아,인도네시아,57,232,289,20201113
1,일본여행,아시아,일본,398,1321,1719,20201111
2,미국여행,북아메리카,미국,91,595,686,20201111
3,대만여행,아시아,대만,116,452,568,20201111
4,중국여행,아시아,중국,97,435,532,20201111
5,베트남여행,아시아,베트남,136,387,523,20201111
6,스위스여행,유럽,스위스,96,294,390,20201111
7,태국여행,아시아,태국,95,272,367,20201111
8,하와이여행,북아메리카,미국,99,247,346,20201111
9,캐나다여행,북아메리카,캐나다,52,285,337,20201111
10,발리여행,아시아,인도네시아,54,266,320,20201111
1,일본여행,아시아,일본,326,923,1249,20201118
2,미국여행,북아메리카,미국,81,472,553,20201118
3,베트남여행,아시아,베트남,103,420,523,20201118
4,대만여행,아시아,대만,103,312,415,20201118
5,스위스여행,유럽,스위스,63,278,341,20201118
6,중국여행,아시아,중국,67,267,334,20201118
7,태국여행,아시아,태국,85,248,333,20201118
8,캐나다여행,북아메리카,캐나다,36,261,297,20201118
9,하와이여행,북아메리카,미국,69,212,281,20201118
10,도쿄여행,아시아,일본,53,184,237,20201118
1,일본여행,아시아,일본,226,627,853,20201204
2,베트남여행,아시아,베트남,80,252,332,20201204
3,터키여행,유럽,터키,43,279,322,20201204
4,스위스여행,유럽,스위스,78,233,311,20201204
5,미국여행,북아메리카,미국,55,248,303,20201204
6,대만여행,아시아,대만,56,238,294,20201204
7,태국여행,아시아,태국,73,183,256,20201204
8,중국여행,아시아,중국,59,171,230,20201204
9,하와이여행,북아메리카,미국,65,161,226,20201204
10,모로코여행,아프리카,모로코,15,202,217,20201204
1,몰타여행,유럽,몰타,57,1795,1852,20201114
2,일본여행,아시아,일본,184,1105,1289,20201114
3,대만여행,아시아,대만,46,362,408,20201114
4,베트남여행,아시아,베트남,70,321,391,20201114
5,하와이여행,북아메리카,미국,39,306,345,20201114
6,미국여행,북아메리카,미국,45,297,342,20201114
7,태국여행,아시아,태국,33,282,315,20201114
8,스위스여행,유럽,스위스,32,208,240,20201114
9,발리여행,아시아,인도네시아,31,204,235,20201114
10,중국여행,아시아,중국,39,195,234,20201114
1,몰타여행,유럽,몰타,82,1499,1581,20201107
2,일본여행,아시아,일본,253,1294,1547,20201107
3,미국여행,북아메리카,미국,61,452,513,20201107
4,대만여행,아시아,대만,49,390,439,20201107
5,베트남여행,아시아,베트남,47,374,421,20201107
6,태국여행,아시아,태국,61,283,344,20201107
7,하와이여행,북아메리카,미국,39,245,284,20201107
8,중국여행,아시아,중국,30,245,275,20201107
9,스위스여행,유럽,스위스,39,210,249,20201107
10,괌여행,오세아니아,미국,25,198,223,20201107
1,일본여행,아시아,일본,346,1074,1420,20201117
2,팔라우여행,오세아니아,팔라우,14,567,581,20201117
3,베트남여행,아시아,베트남,116,448,564,20201117
4,미국여행,북아메리카,미국,75,455,530,20201117
5,대만여행,아시아,대만,116,311,427,20201117
6,중국여행,아시아,중국,65,305,370,20201117
7,태국여행,아시아,태국,96,251,347,20201117
8,스위스여행,유럽,스위스,82,246,328,20201117
9,하와이여행,북아메리카,미국,89,207,296,20201117
10,캐나다여행,북아메리카,캐나다,53,237,290,20201117
1,일본여행,아시아,일본,358,1282,1640,20201104
2,미국여행,북아메리카,미국,131,1149,1280,20201104
3,베트남여행,아시아,베트남,150,441,591,20201104
4,대만여행,아시아,대만,135,416,551,20201104
5,중국여행,아시아,중국,93,384,477,20201104
6,하와이여행,북아메리카,미국,91,369,460,20201104
7,스위스여행,유럽,스위스,108,318,426,20201104
8,태국여행,아시아,태국,103,298,401,20201104
9,캐나다여행,북아메리카,캐나다,42,333,375,20201104
10,도쿄여행,아시아,일본,52,211,263,20201104
1,일본여행,아시아,일본,408,1193,1601,20201029
2,미국여행,북아메리카,미국,75,442,517,20201029
3,대만여행,아시아,대만,126,364,490,20201029
4,베트남여행,아시아,베트남,95,389,484,20201029
5,태국여행,아시아,태국,133,326,459,20201029
6,발리여행,아시아,인도네시아,71,359,430,20201029
7,하와이여행,북아메리카,미국,81,287,368,20201029
8,중국여행,아시아,중국,79,279,358,20201029
9,스위스여행,유럽,스위스,73,274,347,20201029
10,캐나다여행,북아메리카,캐나다,53,203,256,20201029
1,일본여행,아시아,일본,381,1191,1572,20201105
2,미국여행,북아메리카,미국,139,1161,1300,20201105
3,중국여행,아시아,중국,116,452,568,20201105
4,베트남여행,아시아,베트남,110,455,565,20201105
5,몰타여행,유럽,몰타,21,505,526,20201105
6,대만여행,아시아,대만,115,398,513,20201105
7,스위스여행,유럽,스위스,88,366,454,20201105
8,하와이여행,북아메리카,미국,100,331,431,20201105
9,태국여행,아시아,태국,91,328,419,20201105
10,캐나다여행,북아메리카,캐나다,56,346,402,20201105
1,일본여행,아시아,일본,208,1216,1424,20201010
2,대만여행,아시아,대만,89,460,549,20201010
3,베트남여행,아시아,베트남,66,396,462,20201010
4,스위스여행,유럽,스위스,45,300,345,20201010
5,태국여행,아시아,태국,41,303,344,20201010
6,미국여행,북아메리카,미국,47,275,322,20201010
7,하와이여행,북아메리카,미국,32,282,314,20201010
8,중국여행,아시아,중국,36,240,276,20201010
9,발리여행,아시아,인도네시아,27,231,258,20201010
10,괌여행,오세아니아,미국,38,176,214,20201010
1,일본여행,아시아,일본,354,1124,1478,20201005
2,대만여행,아시아,대만,136,628,764,20201005
3,미국여행,북아메리카,미국,116,599,715,20201005
4,베트남여행,아시아,베트남,122,438,560,20201005
5,스위스여행,유럽,스위스,121,400,521,20201005
6,중국여행,아시아,중국,80,371,451,20201005
7,태국여행,아시아,태국,98,271,369,20201005
8,하와이여행,북아메리카,미국,74,282,356,20201005
9,캐나다여행,북아메리카,캐나다,56,256,312,20201005
10,괌여행,오세아니아,미국,69,212,281,20201005
1,일본여행,아시아,일본,337,1071,1408,20201023
2,대만여행,아시아,대만,113,407,520,20201023
3,베트남여행,아시아,베트남,103,380,483,20201023
4,스위스여행,유럽,스위스,102,299,401,20201023
5,태국여행,아시아,태국,100,299,399,20201023
6,미국여행,북아메리카,미국,60,309,369,20201023
7,중국여행,아시아,중국,73,262,335,20201023
8,하와이여행,북아메리카,미국,71,211,282,20201023
9,몽골여행,아시아,몽골,46,196,242,20201023
10,괌여행,오세아니아,미국,57,169,226,20201023
1,일본여행,아시아,일본,211,1020,1231,20200927
2,베트남여행,아시아,베트남,63,524,587,20200927
3,대만여행,아시아,대만,58,520,578,20200927
4,태국여행,아시아,태국,60,397,457,20200927
5,하와이여행,북아메리카,미국,40,366,406,20200927
6,스위스여행,유럽,스위스,54,333,387,20200927
7,홍콩여행,아시아,중국,35,299,334,20200927
8,미국여행,북아메리카,미국,48,272,320,20200927
9,중국여행,아시아,중국,47,258,305,20200927
10,괌여행,오세아니아,미국,37,214,251,20200927
1,일본여행,아시아,일본,366,1221,1587,20201006
2,미국여행,북아메리카,미국,96,499,595,20201006
3,대만여행,아시아,대만,133,449,582,20201006
4,베트남여행,아시아,베트남,124,401,525,20201006
5,스위스여행,유럽,스위스,101,357,458,20201006
6,태국여행,아시아,태국,102,293,395,20201006
7,중국여행,아시아,중국,77,295,372,20201006
8,하와이여행,북아메리카,미국,76,238,314,20201006
9,발리여행,아시아,인도네시아,71,226,297,20201006
10,괌여행,오세아니아,미국,81,211,292,20201006
1,일본여행,아시아,일본,414,1516,1930,20201008
2,대만여행,아시아,대만,142,361,503,20201008
3,베트남여행,아시아,베트남,127,368,495,20201008
4,미국여행,북아메리카,미국,102,384,486,20201008
5,스위스여행,유럽,스위스,84,363,447,20201008
6,태국여행,아시아,태국,92,277,369,20201008
7,중국여행,아시아,중국,62,260,322,20201008
8,발리여행,아시아,인도네시아,49,227,276,20201008
9,하와이여행,북아메리카,미국,59,191,250,20201008
10,몽골여행,아시아,몽골,71,170,241,20201008
1,일본여행,아시아,일본,284,1413,1697,20201018
2,대만여행,아시아,대만,68,472,540,20201018
3,베트남여행,아시아,베트남,66,433,499,20201018
4,태국여행,아시아,태국,67,349,416,20201018
5,스위스여행,유럽,스위스,58,354,412,20201018
6,하와이여행,북아메리카,미국,40,363,403,20201018
7,미국여행,북아메리카,미국,42,350,392,20201018
8,스페인여행,유럽,스페인,31,304,335,20201018
